author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
SUNRISE Estate,real_estate_agent,https://www.cian.ru/sale/flat/308829538/,Московская область,sale,flat,33,41,1,46.0,21000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,2024,-1.0,-1,-1.0,-1,18 м²,23 м²,79853573515.0
Ирина Василевская,realtor,https://www.cian.ru/sale/flat/307275502/,Московская область,sale,flat,2,12,1,41.0,11700000.0,Соколиная гора,Вольная ,4,Семёновская,,1960,-1.0,-1,-1.0,-1,21 м²,10 м²,79660594608.0
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301125910/,Московская область,sale,flat,2,4,1,35.95,4505000.0,,,,,Микрорайон Новая Елизаветка,2024,-1.0,-1,-1.0,Без отделки,-1,"11,4 м²",78612058316.0
Этажи Москва,real_estate_agent,https://reutov.cian.ru/sale/flat/308354823/,Московская область,sale,flat,2,25,1,29.9,7200000.0,,Юбилейный проспект,68,Никольское,Новокосино-2,-1,-1.0,-1,-1.0,-1,-1,8 м²,79680648328.0
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301285637/,Московская область,sale,flat,2,24,1,30.3,5322250.0,Прикубанский, Имени Героя Георгия Бочарникова,2к1,,Улыбка,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, черновая, чистовая",-1,"9,3 м²",78612057427.0
ID 13544436,realtor,https://www.cian.ru/sale/flat/306452386/,Московская область,sale,flat,7,16,1,24.0,9450000.0,, Сальвадора Дали,1к3,Прокшино,,2022,-1.0,-1,-1.0,-1,15 м²,9 м²,79154287521.0
Этажи Москва,real_estate_agent,https://reutov.cian.ru/sale/flat/308354823/,Московская область,sale,flat,2,25,1,29.9,7200000.0,,Юбилейный проспект,68,Никольское,Новокосино-2,-1,-1.0,-1,-1.0,-1,-1,8 м²,79680648328.0
Ак Барс Дом,developer,https://kazan.cian.ru/sale/flat/303547548/,Московская область,sale,flat,2,17,1,35.78,8766100.0,Советский,ПК1-2,ПК1-2,Горки,Мой Ритм ЖК,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Без отделки, предчистовая","15,9 м²","9,6 м²",78432024192.0
Метражи group,real_estate_agent,https://korolev.cian.ru/sale/flat/308422372/,Московская область,sale,flat,9,17,1,36.8,7600000.0,, Декабристов,8,ВДНХ,На высоте,-1,-1.0,-1,-1.0,-1,18 м²,10 м²,79850413268.0
Многофункциональный Центр Недвижимости,real_estate_agent,https://tver.cian.ru/sale/flat/307952490/,Московская область,sale,flat,1,5,1,35.3,2950000.0,Конаково, Гагарина,12,,,-1,-1.0,-1,-1.0,-1,"20,5 м²",7 м²,79157101872.0
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298254403/,Московская область,sale,flat,4,33,1,42.9,23600000.0,Останкинский, Годовикова,11к2,Алексеевская,iLove,-1,-1.0,-1,-1.0,-1,"22,9 м²",15 м²,79651883932.0
ЭНКО,developer,https://tyumen.cian.ru/sale/flat/298393097/,Московская область,sale,flat,2,24,1,38.8,7398000.0,,,,,Айвазовский City,2026,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, черновая, чистовая","12,1 м²","14,8 м²",73452658426.0
ID 80865748,unknown,https://spb.cian.ru/sale/flat/308952574/,Московская область,sale,flat,10,11,-1,40.5,10969344.0,Василеостровский,проспект Средний Васильевского острова,87к3,Василеостровская,Клубные апартаменты Next,2020,-1.0,-1,-1.0,-1,-1,-1,79110340540.0
ID 80865748,unknown,https://spb.cian.ru/sale/flat/309078750/,Московская область,sale,flat,6,8,-1,27.8,12927000.0,Петроградский,проспект Малый Петроградской стороны,79-81-83,Петроградская,,2023,-1.0,-1,-1.0,-1,"12,5 м²",-1,79110340540.0
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/308161794/,Московская область,sale,flat,5,9,1,25.0,4775000.0,Прикубанский, Западный обход,42лит2/8,,Sport Village,2024,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, чистовая",-1,-1,78612055749.0
Среда,developer,https://www.cian.ru/sale/flat/304753663/,Московская область,sale,flat,2,44,1,31.61,14381127.0,Кунцево,48-й кв-л,,Кунцевская,Кутузовский Квартал ЖК,2027,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","9,4 м²",-1,74951387079.0
Доннефтестрой,developer,https://rostov.cian.ru/sale/flat/302340082/,Московская область,sale,flat,22,25,1,33.3,5350000.0,Пролетарский,Театральный проспект,,,Панорама на Театральном,2026,-1.0,-1,-1.0,Черновая,-1,-1,78633225178.0
ID 111957038,homeowner,https://www.cian.ru/sale/flat/300510628/,Московская область,sale,flat,21,40,3,84.2,38500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,-1.0,-1,-1.0,-1,60 м²,20 м²,79672093874.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307739675/,Московская область,sale,flat,16,24,3,91.0,22800000.0,Южное Бутово,Скобелевская ,5К1,Улица Скобелевская,,-1,-1.0,-1,-1.0,-1,45 м²,12 м²,79854281089.0
Пионер,developer,https://www.cian.ru/sale/flat/303126557/,Московская область,sale,flat,3,18,2,48.5,35800507.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,74951370987.0
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/302218758/,Московская область,sale,flat,3,6,3,138.0,129000000.0,Тверской,1-й Колобовский переулок,14,Трубная,,2005,-1.0,-1,-1.0,-1,-1,15 м²,79168080401.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/293100672/,Московская область,sale,flat,2,5,3,207.4,435330900.0,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas,2015,-1.0,-1,-1.0,-1,-1,20 м²,79163067184.0
ID 111957038,homeowner,https://www.cian.ru/sale/flat/300510628/,Московская область,sale,flat,21,40,3,84.2,38500000.0,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ,2023,-1.0,-1,-1.0,-1,60 м²,20 м²,79672093874.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307739675/,Московская область,sale,flat,16,24,3,91.0,22800000.0,Южное Бутово,Скобелевская ,5К1,Улица Скобелевская,,-1,-1.0,-1,-1.0,-1,45 м²,12 м²,79854281089.0
Пионер,developer,https://www.cian.ru/sale/flat/303136061/,Москва,sale,flat,14,18,4,138.5,158765458.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT,2028,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,74951370987.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/292773654/,Москва,sale,flat,3,9,4,130.0,205000000.0,Хамовники,Саввинская набережная,13,Киевская,SAVVIN RIVER RESIDENCE,2021,-1.0,-1,-1.0,-1,-1,10 м²,79645656034.0
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304058024/,Москва,sale,flat,3,20,4,102.4,18953124.0,,,3,Филатов Луг,Город-парк Первый Московский,2027,-1.0,"Панельный, монолитный",-1.0,"Без отделки, чистовая","47,4 м²",-1,74951475836.0
Метриум Премиум Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308946543/,Москва,sale,flat,59,67,4,131.0,137550000.0,Пресненский,Краснопресненская набережная,14Ак2,Москва-Сити,Capital Towers,-1,-1.0,-1,-1.0,-1,-1,15 м²,79661306747.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298274016/,Москва,sale,flat,11,17,1,37.6,10800000.0,, Бориса Пастернака,49,Мичуринец,,2019,-1.0,-1,-1.0,-1,-1,"9,1 м²",79645534770.0
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/304688677/,Москва,sale,flat,10,14,1,35.1,11250000.0,Чертаново Северное,Чертановская ,7К2,Южная,,1969,-1.0,-1,-1.0,-1,-1,9 м²,79057701700.0
AFI Development,developer,https://www.cian.ru/sale/flat/304447877/,Москва,sale,flat,46,53,1,47.4,21396170.0,Свиблово,проезд Серебрякова,11-13к1,Ботанический сад,Afi Tower,2024,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая",-1,-1,74951370081.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/287688964/,Москва,sale,flat,3,5,1,46.3,41670000.0,Замоскворечье,Озерковская набережная,6,Новокузнецкая,Bogenhouse,-1,-1.0,-1,-1.0,-1,32 м²,-1,79057122519.0
Светлана Биличенко,realtor,https://www.cian.ru/sale/flat/308838116/,Москва,sale,flat,4,5,1,33.0,9800000.0,Восточное Измайлово,11-я Парковая ,34,Первомайская,,-1,-1.0,-1,-1.0,-1,20 м²,9 м²,79645649522.0
MR Group,developer,https://www.cian.ru/sale/flat/306611693/,Москва,sale,flat,2,59,4,94.9,,Можайский,,,Давыдково,Веер ЖК,2028,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"54,6 м²",-1,74951370518.0
MR Group,developer,https://www.cian.ru/sale/flat/306611693/,Москва,sale,flat,2,59,4,94.9,,Можайский,,,Давыдково,Веер ЖК,2028,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"54,6 м²",-1,74951370518.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306592550/,Москва,sale,flat,4,29,1,57.9,33900000.0,Филевский парк,Береговой проезд,3,Фили,Береговой,-1,-1.0,-1,-1.0,-1,12 м²,32 м²,79166022473.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306592550/,Москва,sale,flat,4,29,1,57.9,33900000.0,Филевский парк,Береговой проезд,3,Фили,Береговой,-1,-1.0,-1,-1.0,-1,12 м²,32 м²,79166022473.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306592550/,Москва,sale,flat,4,29,1,57.9,33900000.0,Филевский парк,Береговой проезд,3,Фили,Береговой,-1,-1.0,-1,-1.0,-1,12 м²,32 м²,79166022473.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302282746/,Москва,sale,flat,7,21,4,160.6,168000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,109 м²,10 м²,79852167237.0
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/306889168/,Москва,sale,flat,13,16,4,158.0,180000000.0,Раменки,Воробьевское шоссе,4С1,Поклонная,Воробьёв Дом,2017,-1.0,-1,-1.0,-1,109 м²,15 м²,79647823389.0
ФСК,developer,https://www.cian.ru/sale/flat/297177149/,Москва,sale,flat,43,47,3,79.1,32036687.0,Обручевский,,,Воронцовская,Архитектор ЖК,2024,-1.0,Монолитно-кирпичный,-1.0,"Без отделки, предчистовая, чистовая","39,8 м²","17,8 м²",74951387154.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299927735/,Москва,sale,flat,2,6,3,80.0,82000000.0,Замоскворечье,Большой Ордынский переулок,4С4,Третьяковская,Собрание клубных домов ORDYNKA,2019,-1.0,-1,-1.0,-1,-1,-1,79646289440.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299243580/,Москва,sale,flat,15,19,3,107.0,98900000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,-1,-1.0,-1,-1.0,-1,92 м²,8 м²,79859962624.0
Level Group,developer,https://www.cian.ru/sale/flat/308685255/,Москва,sale,flat,25,26,3,63.3,29505510.0,Нагатино-Садовники,Нагатинская набережная,,Нагатинская,Level Нагатинская,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая","25,5 м²",18 м²,74951379485.0
ANT Development,developer,https://www.cian.ru/sale/flat/303519424/,Москва,sale,flat,2,10,4,136.1,152135071.0,Дорогомилово,,3к8,Поклонная,Виктори Парк Резиденсез ЖК,2024,-1.0,Монолитный,-1.0,Чистовая,-1,-1,74951346248.0
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/308525825/,Москва,sale,flat,22,22,1,17.2,8780000.0,Тропарево-Никулино,Ленинский проспект,158,Юго-Западная,,1980,-1.0,-1,-1.0,-1,"9,2 м²",3 м²,79031506327.0
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/306693359/,Москва,sale,flat,4,15,1,32.4,14000000.0,Хорошевский,Ходынский бульвар,20А,ЦСКА,Лайнер,2017,-1.0,-1,-1.0,-1,18 м²,6 м²,79104121918.0
Level Group,developer,https://www.cian.ru/sale/flat/308735647/,Москва,sale,flat,24,37,1,35.0,12112893.0,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК,2026,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая","11,8 м²",-1,74951387153.0
